Place ID,latitude,longitude,Restaurant Name,Address,City,State,Country,ZIP Code,Alcohol Availability,Smoking Area,Dress Code,Accessibility,Price Range,Ambience,Area,Other Services,Cuisine Type,Parking Availability,Payment Methods,Opening Hours,Operating Days,User ID,Rating,Food Rating,Service Rating,U latitude,U longitude,Smoking Habit,Drinking Habit,Dress Preference,Preferred Ambience,Transport Mode,Marital Status,People Under Charge,Birth Year,Interest,Personality,Religion,Activity Level,Favorite Color,Weight (kg),Budget,Height (cm),Preferred Payment Method,User Preference
135032,22.152481,-100.973486,Cafeteria Y Restaurant El Pacifico,Constitucion 200 Centro,San Luis Potosi,San Luis Potosi,Mexico,78000,Wine/ Beer,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Cafeteria,Public,Mastercard-Eurocard,07:00-23:30;,Mon;Tue;Wed;Thu;Fri;,U1106,Dissatisfied,Dissatisfied,Dissatisfied,18.927072,-99.173584,False,Casual drinker,Informal,Friends,Car owner,Single,Independent,1930,Technology,Hard worker,Catholic,Professional,Blue,65,Medium,1.71,Cash,Barbecue
135032,22.152481,-100.973486,Cafeteria Y Restaurant El Pacifico,Constitucion 200 Centro,San Luis Potosi,San Luis Potosi,Mexico,78000,Wine/ Beer,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Cafeteria,Public,Mastercard-Eurocard,07:00-23:30;,Mon;Tue;Wed;Thu;Fri;,U1124,Neutral,Neutral,Neutral,22.137072,-100.918865,False,Casual drinker,Informal,Friends,Public,Single,Independent,1991,Technology,Hard worker,Catholic,Student,Blue,51,Low,1.2,Cash,Mexican
135032,22.152481,-100.973486,Cafeteria Y Restaurant El Pacifico,Constitucion 200 Centro,San Luis Potosi,San Luis Potosi,Mexico,78000,Wine/ Beer,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Cafeteria,Public,Mastercard-Eurocard,07:00-23:30;,Mon;Tue;Wed;Thu;Fri;,U1125,Neutral,Satisfied,Neutral,22.19204,-100.956935,False,Casual drinker,Formal,Friends,Public,Single,Independent,1990,Technology,Hard worker,Catholic,Student,White,57,Low,1.67,Cash,Mexican
135032,22.152481,-100.973486,Cafeteria Y Restaurant El Pacifico,Constitucion 200 Centro,San Luis Potosi,San Luis Potosi,Mexico,78000,Wine/ Beer,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Cafeteria,Public,Mastercard-Eurocard,07:00-23:30;,Mon;Tue;Wed;Thu;Fri;,U1018,Neutral,Neutral,Neutral,22.190949,-100.917902,True,Casual drinker,Formal,Friends,Public,Single,Independent,1989,Technology,Thrifty protector,Christian,Student,Blue,65,Low,1.83,Cash,Mexican
135032,22.152481,-100.973486,Cafeteria Y Restaurant El Pacifico,Constitucion 200 Centro,San Luis Potosi,San Luis Potosi,Mexico,78000,Wine/ Beer,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Cafeteria,Public,Mastercard-Eurocard,07:00-23:30;,Mon;Tue;Wed;Thu;Fri;,U1022,Neutral,Neutral,Satisfied,22.146708,-100.964355,False,Casual drinker,Formal,Family,Car owner,Single,Independent,1990,Variety,Hard worker,Catholic,Student,Purple,46,Medium,1.54,Cash,Mexican
135032,22.152481,-100.973486,Cafeteria Y Restaurant El Pacifico,Constitucion 200 Centro,San Luis Potosi,San Luis Potosi,Mexico,78000,Wine/ Beer,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Cafeteria,Public,Mastercard-Eurocard,07:00-23:30;,Mon;Tue;Wed;Thu;Fri;,U1075,Neutral,Neutral,Neutral,22.167575,-100.960364,False,Casual drinker,Informal,Family,Car owner,Single,Independent,1991,Technology,Thrifty protector,Catholic,Student,White,68,Medium,1.6,Cash,Mexican
135032,22.152481,-100.973486,Cafeteria Y Restaurant El Pacifico,Constitucion 200 Centro,San Luis Potosi,San Luis Potosi,Mexico,78000,Wine/ Beer,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Cafeteria,Public,Mastercard-Eurocard,07:00-23:30;,Mon;Tue;Wed;Thu;Fri;,U1132,Neutral,Dissatisfied,Neutral,22.15,-100.983,False,Casual drinker,Informal,Solitary,Public,Single,Kids,1991,Eco friendly,Hard worker,Atheist,Student,Blue,55,Medium,1.6,Cash,Mexican
135032,22.152481,-100.973486,Cafeteria Y Restaurant El Pacifico,Constitucion 200 Centro,San Luis Potosi,San Luis Potosi,Mexico,78000,Wine/ Beer,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Cafeteria,Public,Mastercard-Eurocard,07:00-23:30;,Mon;Tue;Wed;Thu;Fri;,U1005,Satisfied,Neutral,Satisfied,22.183477,-100.959891,False,Abstemious,No preference,Family,Public,Single,Independent,1992,Variety,Thrifty protector,Catholic,Student,Black,65,Medium,1.69,Cash,American
135032,22.152481,-100.973486,Cafeteria Y Restaurant El Pacifico,Constitucion 200 Centro,San Luis Potosi,San Luis Potosi,Mexico,78000,Wine/ Beer,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Cafeteria,Public,Mastercard-Eurocard,07:00-23:30;,Mon;Tue;Wed;Thu;Fri;,U1120,Neutral,Neutral,Neutral,22.121857,-100.904279,False,Abstemious,Informal,Friends,Public,Single,Independent,1930,Variety,Hard worker,Atheist,Student,Green,47,Low,1.57,Cash,Mexican
135032,22.152481,-100.973486,Cafeteria Y Restaurant El Pacifico,Constitucion 200 Centro,San Luis Potosi,San Luis Potosi,Mexico,78000,Wine/ Beer,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Cafeteria,Public,Mastercard-Eurocard,07:00-23:30;,Mon;Tue;Wed;Thu;Fri;,U1004,Satisfied,Satisfied,Satisfied,18.867,-99.183,False,Abstemious,Informal,Family,Public,Single,Independent,1940,Variety,Hard worker,Atheist,Professional,Green,44,Medium,1.53,Bank debit cards,Bakery
135032,22.152481,-100.973486,Cafeteria Y Restaurant El Pacifico,Constitucion 200 Centro,San Luis Potosi,San Luis Potosi,Mexico,78000,Wine/ Beer,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Cafeteria,Public,Mastercard-Eurocard,07:00-23:30;,Mon;Tue;Wed;Thu;Fri;,U1071,Satisfied,Satisfied,Satisfied,22.154339,-100.975342,False,Abstemious,Formal,Friends,Car owner,Single,Independent,1930,Variety,Hunter ostentatious,Atheist,Student,Blue,40,High,1.73,Cash,Mexican
135032,22.152481,-100.973486,Cafeteria Y Restaurant El Pacifico,Constitucion 200 Centro,San Luis Potosi,San Luis Potosi,Mexico,78000,Wine/ Beer,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Cafeteria,Public,Mastercard-Eurocard,07:00-23:30;,Mon;Tue;Wed;Thu;Fri;,U1113,Dissatisfied,Dissatisfied,Dissatisfied,22.137343,-100.913935,False,Casual drinker,Formal,Family,Public,Single,Independent,1990,Variety,Thrifty protector,Catholic,Student,Blue,75,Medium,1.73,Cash,Burgers
135032,22.152481,-100.973486,Cafeteria Y Restaurant El Pacifico,Constitucion 200 Centro,San Luis Potosi,San Luis Potosi,Mexico,78000,Wine/ Beer,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Cafeteria,Public,Mastercard-Eurocard,07:00-23:30;,Mon;Tue;Wed;Thu;Fri;,U1104,Satisfied,Neutral,Neutral,22.149005,-100.978153,True,Social drinker,No preference,Family,Car owner,Single,Independent,1991,Technology,Hunter ostentatious,Catholic,Student,Blue,75,Medium,1.71,Cash,Italian
135032,22.152481,-100.973486,Cafeteria Y Restaurant El Pacifico,Constitucion 200 Centro,San Luis Potosi,San Luis Potosi,Mexico,78000,Wine/ Beer,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Cafeteria,Public,Mastercard-Eurocard,07:00-23:30;,Mon;Tue;Wed;Thu;Fri;,U1045,Dissatisfied,Dissatisfied,Dissatisfied,22.156724,-100.984268,False,Casual drinker,Elegant,Friends,Car owner,Single,Independent,1991,Technology,Thrifty protector,Mormon,Student,Orange,68,High,1.6,Cash,Middle_Eastern
135032,22.152481,-100.973486,Cafeteria Y Restaurant El Pacifico,Constitucion 200 Centro,San Luis Potosi,San Luis Potosi,Mexico,78000,Wine/ Beer,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Cafeteria,Public,Mastercard-Eurocard,07:00-23:30;,Mon;Tue;Wed;Thu;Fri;,U1016,Satisfied,Satisfied,Satisfied,22.156247,-100.977402,False,Casual drinker,Informal,Friends,On foot,Single,Independent,1991,Eco friendly,Thrifty protector,Catholic,Student,Green,70,Medium,1.67,Cash,Cafe-Coffee_Shop
135032,22.152481,-100.973486,Cafeteria Y Restaurant El Pacifico,Constitucion 200 Centro,San Luis Potosi,San Luis Potosi,Mexico,78000,Wine/ Beer,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Cafeteria,Public,Mastercard-Eurocard,07:00-23:30;,Mon;Tue;Wed;Thu;Fri;,U1007,Neutral,Neutral,Dissatisfied,22.118464,-100.938256,False,Casual drinker,Informal,Solitary,Public,Single,Independent,1989,Variety,Thrifty protector,Catholic,Student,Purple,60,Low,1.59,Cash,Family
135032,22.152481,-100.973486,Cafeteria Y Restaurant El Pacifico,Constitucion 200 Centro,San Luis Potosi,San Luis Potosi,Mexico,78000,Wine/ Beer,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Cafeteria,Public,Mastercard-Eurocard,07:00-23:30;,Mon;Tue;Wed;Thu;Fri;,U1054,Neutral,Neutral,Neutral,22.150683,-100.975342,False,Social drinker,Formal,Family,Public,Single,Independent,1992,Technology,Thrifty protector,Catholic,Student,Blue,59,Medium,1.7,Cash,Mexican
135032,22.152481,-100.973486,Cafeteria Y Restaurant El Pacifico,Constitucion 200 Centro,San Luis Potosi,San Luis Potosi,Mexico,78000,Wine/ Beer,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Cafeteria,Public,Mastercard-Eurocard,07:00-23:30;,Mon;Tue;Wed;Thu;Fri;,U1101,Satisfied,Satisfied,Neutral,22.150891,-100.974891,False,Casual drinker,No preference,Friends,Car owner,Single,Independent,1988,Eco friendly,Hunter ostentatious,Catholic,Student,White,50,Low,1.69,Cash,Chinese
135032,22.152481,-100.973486,Cafeteria Y Restaurant El Pacifico,Constitucion 200 Centro,San Luis Potosi,San Luis Potosi,Mexico,78000,Wine/ Beer,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Cafeteria,Public,Mastercard-Eurocard,07:00-23:30;,Mon;Tue;Wed;Thu;Fri;,U1032,Dissatisfied,Dissatisfied,Dissatisfied,22.169184,-100.986843,False,Abstemious,Formal,Family,Public,Single,Independent,1989,Variety,Hard worker,Catholic,Student,Blue,40,Medium,1.75,Cash,Mexican
135032,22.152481,-100.973486,Cafeteria Y Restaurant El Pacifico,Constitucion 200 Centro,San Luis Potosi,San Luis Potosi,Mexico,78000,Wine/ Beer,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Cafeteria,Public,Mastercard-Eurocard,07:00-23:30;,Mon;Tue;Wed;Thu;Fri;,U1135,Dissatisfied,Dissatisfied,Dissatisfied,22.170396,-100.949936,False,Casual drinker,Informal,Family,On foot,Single,Kids,1988,Variety,Hunter ostentatious,Catholic,Student,Purple,66,Low,1.54,Cash,Organic-Healthy
135032,22.152481,-100.973486,Cafeteria Y Restaurant El Pacifico,Constitucion 200 Centro,San Luis Potosi,San Luis Potosi,Mexico,78000,Wine/ Beer,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Cafeteria,Public,Mastercard-Eurocard,07:00-23:30;,Mon;Tue;Wed;Thu;Fri;,U1109,Satisfied,Satisfied,Satisfied,22.303308,-101.05468,False,Abstemious,Formal,Solitary,Public,Single,Independent,1989,Eco friendly,Thrifty protector,Catholic,Student,Blue,57,Low,1.72,Cash,Mexican
135032,22.152481,-100.973486,Cafeteria Y Restaurant El Pacifico,Constitucion 200 Centro,San Luis Potosi,San Luis Potosi,Mexico,78000,Wine/ Beer,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Cafeteria,Public,Mastercard-Eurocard,07:00-23:30;,Mon;Tue;Wed;Thu;Fri;,U1098,Satisfied,Neutral,Neutral,22.182571,-100.963232,False,Social drinker,Formal,Family,Public,Single,Independent,1991,Variety,Thrifty protector,Catholic,Student,Green,68,Medium,1.76,Cash,Mexican
135032,22.152481,-100.973486,Cafeteria Y Restaurant El Pacifico,Constitucion 200 Centro,San Luis Potosi,San Luis Potosi,Mexico,78000,Wine/ Beer,Section,Informal,No Accessibility,Medium,Familiar,Closed,Variety,Cafeteria,Public,Mastercard-Eurocard,07:00-23:30;,Mon;Tue;Wed;Thu;Fri;,U1049,Dissatisfied,Dissatisfied,Dissatisfied,22.15,-100.983,False,Casual drinker,Informal,Solitary,Public,Single,Independent,1991,Eco friendly,Hard worker,Atheist,Student,Blue,55,Medium,1.6,Cash,Mexican
135030,22.14788,-100.989472,Preambulo Wifi Zone Cafe,Anahuac 805,San Luis Potosi,San Luis Potosi,Mexico,?,No Alcohol,Section,Informal,No Accessibility,Medium,Quiet,Closed,Internet,Cafe-Coffee Shop,Public,Cash,00:00-00:00;,Mon;Tue;Wed;Thu;Fri;,U1081,Neutral,Neutral,Neutral,22.207749,-100.942383,False,Casual drinker,Informal,Family,Public,Single,Independent,1991,Variety,Hard worker,Catholic,Student,Green,52,Low,1.54,Cash,Mexican
135030,22.14788,-100.989472,Preambulo Wifi Zone Cafe,Anahuac 805,San Luis Potosi,San Luis Potosi,Mexico,?,No Alcohol,Section,Informal,No Accessibility,Medium,Quiet,Closed,Internet,Cafe-Coffee Shop,Public,Cash,00:00-00:00;,Mon;Tue;Wed;Thu;Fri;,U1116,Neutral,Satisfied,Satisfied,22.156469,-100.98554,False,Social drinker,Formal,Family,Public,Married,Kids,1987,Technology,Thrifty protector,Catholic,Student,Blue,40,Medium,1.71,Visa,Mexican
135030,22.14788,-100.989472,Preambulo Wifi Zone Cafe,Anahuac 805,San Luis Potosi,San Luis Potosi,Mexico,?,No Alcohol,Section,Informal,No Accessibility,Medium,Quiet,Closed,Internet,Cafe-Coffee Shop,Public,Cash,00:00-00:00;,Mon;Tue;Wed;Thu;Fri;,U1071,Satisfied,Satisfied,Satisfied,22.154339,-100.975342,False,Abstemious,Formal,Friends,Car owner,Single,Independent,1930,Variety,Hunter ostentatious,Atheist,Student,Blue,40,High,1.73,Cash,Mexican
135030,22.14788,-100.989472,Preambulo Wifi Zone Cafe,Anahuac 805,San Luis Potosi,San Luis Potosi,Mexico,?,No Alcohol,Section,Informal,No Accessibility,Medium,Quiet,Closed,Internet,Cafe-Coffee Shop,Public,Cash,00:00-00:00;,Mon;Tue;Wed;Thu;Fri;,U1084,Satisfied,Satisfied,Satisfied,22.172524,-101.005758,True,Casual drinker,Formal,Family,Public,Single,Independent,1991,Variety,Thrifty protector,Catholic,Student,Red,65,Medium,1.6,Cash,Mexican
135030,22.14788,-100.989472,Preambulo Wifi Zone Cafe,Anahuac 805,San Luis Potosi,San Luis Potosi,Mexico,?,No Alcohol,Section,Informal,No Accessibility,Medium,Quiet,Closed,Internet,Cafe-Coffee Shop,Public,Cash,00:00-00:00;,Mon;Tue;Wed;Thu;Fri;,U1104,Satisfied,Neutral,Neutral,22.149005,-100.978153,True,Social drinker,No preference,Family,Car owner,Single,Independent,1991,Technology,Hunter ostentatious,Catholic,Student,Blue,75,Medium,1.71,Cash,Italian
135030,22.14788,-100.989472,Preambulo Wifi Zone Cafe,Anahuac 805,San Luis Potosi,San Luis Potosi,Mexico,?,No Alcohol,Section,Informal,No Accessibility,Medium,Quiet,Closed,Internet,Cafe-Coffee Shop,Public,Cash,00:00-00:00;,Mon;Tue;Wed;Thu;Fri;,U1106,Satisfied,Satisfied,Neutral,18.927072,-99.173584,False,Casual drinker,Informal,Friends,Car owner,Single,Independent,1930,Technology,Hard worker,Catholic,Professional,Blue,65,Medium,1.71,Cash,Barbecue
135030,22.14788,-100.989472,Preambulo Wifi Zone Cafe,Anahuac 805,San Luis Potosi,San Luis Potosi,Mexico,?,No Alcohol,Section,Informal,No Accessibility,Medium,Quiet,Closed,Internet,Cafe-Coffee Shop,Public,Cash,00:00-00:00;,Mon;Tue;Wed;Thu;Fri;,U1033,Satisfied,Neutral,Neutral,22.15,-100.983,False,Social drinker,No preference,Family,On foot,Single,Independent,1991,Variety,Hard worker,Atheist,Student,Yellow,54,Low,1.6,Cash,Mexican
135030,22.14788,-100.989472,Preambulo Wifi Zone Cafe,Anahuac 805,San Luis Potosi,San Luis Potosi,Mexico,?,No Alcohol,Section,Informal,No Accessibility,Medium,Quiet,Closed,Internet,Cafe-Coffee Shop,Public,Cash,00:00-00:00;,Mon;Tue;Wed;Thu;Fri;,U1057,Neutral,Dissatisfied,Neutral,22.196624,-100.91217,True,Casual drinker,Formal,Friends,Public,Single,Independent,1989,Technology,Hunter ostentatious,Catholic,Student,Yellow,69,Medium,1.83,Visa,American
135030,22.14788,-100.989472,Preambulo Wifi Zone Cafe,Anahuac 805,San Luis Potosi,San Luis Potosi,Mexico,?,No Alcohol,Section,Informal,No Accessibility,Medium,Quiet,Closed,Internet,Cafe-Coffee Shop,Public,Cash,00:00-00:00;,Mon;Tue;Wed;Thu;Fri;,U1059,Satisfied,Satisfied,Satisfied,18.988278,-99.097023,False,Abstemious,Formal,Friends,On foot,Single,Independent,1987,Technology,Thrifty protector,Catholic,Student,Blue,57,Medium,1.69,Cash,Mexican
135030,22.14788,-100.989472,Preambulo Wifi Zone Cafe,Anahuac 805,San Luis Potosi,San Luis Potosi,Mexico,?,No Alcohol,Section,Informal,No Accessibility,Medium,Quiet,Closed,Internet,Cafe-Coffee Shop,Public,Cash,00:00-00:00;,Mon;Tue;Wed;Thu;Fri;,U1006,Neutral,Neutral,Satisfied,22.15,-100.983,True,Social drinker,No preference,Friends,Car owner,Single,Independent,1989,Variety,Hard worker,Atheist,Student,Blue,75,Medium,1.8,Cash,Mexican
135028,22.146658,-100.987219,La Virreina,Av. Carranza 830,San Luis Potosi,San Luis Potosi,Mexico,?,Wine/ Beer,Section,Informal,No Accessibility,Medium,Familiar,Closed,Internet,Mexican,Public,American Express,13:00-23:30;,Mon;Tue;Wed;Thu;Fri;,U1108,Neutral,Neutral,Neutral,22.143524,-100.987562,False,Abstemious,Informal,Solitary,Public,Single,Independent,1983,Technology,Thrifty protector,Catholic,Student,Blue,76,Medium,1.81,Mastercard eurocard,Cafe-Coffee_Shop
135028,22.146658,-100.987219,La Virreina,Av. Carranza 830,San Luis Potosi,San Luis Potosi,Mexico,?,Wine/ Beer,Section,Informal,No Accessibility,Medium,Familiar,Closed,Internet,Mexican,Public,American Express,13:00-23:30;,Mon;Tue;Wed;Thu;Fri;,U1055,Satisfied,Satisfied,Satisfied,22.143289,-100.987683,False,Abstemious,No preference,Family,Car owner,Married,Dependent,1952,Technology,Hard worker,Catholic,Professional,Blue,70,Medium,1.66,Cash,Breakfast-Brunch
135028,22.146658,-100.987219,La Virreina,Av. Carranza 830,San Luis Potosi,San Luis Potosi,Mexico,?,Wine/ Beer,Section,Informal,No Accessibility,Medium,Familiar,Closed,Internet,Mexican,Public,American Express,13:00-23:30;,Mon;Tue;Wed;Thu;Fri;,U1081,Neutral,Satisfied,Satisfied,22.207749,-100.942383,False,Casual drinker,Informal,Family,Public,Single,Independent,1991,Variety,Hard worker,Catholic,Student,Green,52,Low,1.54,Cash,Mexican
135028,22.146658,-100.987219,La Virreina,Av. Carranza 830,San Luis Potosi,San Luis Potosi,Mexico,?,Wine/ Beer,Section,Informal,No Accessibility,Medium,Familiar,Closed,Internet,Mexican,Public,American Express,13:00-23:30;,Mon;Tue;Wed;Thu;Fri;,U1106,Satisfied,Neutral,Dissatisfied,18.927072,-99.173584,False,Casual drinker,Informal,Friends,Car owner,Single,Independent,1930,Technology,Hard worker,Catholic,Professional,Blue,65,Medium,1.71,Cash,Barbecue
135028,22.146658,-100.987219,La Virreina,Av. Carranza 830,San Luis Potosi,San Luis Potosi,Mexico,?,Wine/ Beer,Section,Informal,No Accessibility,Medium,Familiar,Closed,Internet,Mexican,Public,American Express,13:00-23:30;,Mon;Tue;Wed;Thu;Fri;,U1132,Satisfied,Satisfied,Satisfied,22.15,-100.983,False,Casual drinker,Informal,Solitary,Public,Single,Kids,1991,Eco friendly,Hard worker,Atheist,Student,Blue,55,Medium,1.6,Cash,Mexican
135028,22.146658,-100.987219,La Virreina,Av. Carranza 830,San Luis Potosi,San Luis Potosi,Mexico,?,Wine/ Beer,Section,Informal,No Accessibility,Medium,Familiar,Closed,Internet,Mexican,Public,American Express,13:00-23:30;,Mon;Tue;Wed;Thu;Fri;,U1004,Satisfied,Satisfied,Satisfied,18.867,-99.183,False,Abstemious,Informal,Family,Public,Single,Independent,1940,Variety,Hard worker,Atheist,Professional,Green,44,Medium,1.53,Bank debit cards,Bakery
135028,22.146658,-100.987219,La Virreina,Av. Carranza 830,San Luis Potosi,San Luis Potosi,Mexico,?,Wine/ Beer,Section,Informal,No Accessibility,Medium,Familiar,Closed,Internet,Mexican,Public,American Express,13:00-23:30;,Mon;Tue;Wed;Thu;Fri;,U1071,Satisfied,Satisfied,Satisfied,22.154339,-100.975342,False,Abstemious,Formal,Friends,Car owner,Single,Independent,1930,Variety,Hunter ostentatious,Atheist,Student,Blue,40,High,1.73,Cash,Mexican
135028,22.146658,-100.987219,La Virreina,Av. Carranza 830,San Luis Potosi,San Luis Potosi,Mexico,?,Wine/ Beer,Section,Informal,No Accessibility,Medium,Familiar,Closed,Internet,Mexican,Public,American Express,13:00-23:30;,Mon;Tue;Wed;Thu;Fri;,U1135,Dissatisfied,Dissatisfied,Dissatisfied,22.170396,-100.949936,False,Casual drinker,Informal,Family,On foot,Single,Kids,1988,Variety,Hunter ostentatious,Catholic,Student,Purple,66,Low,1.54,Cash,Organic-Healthy
135028,22.146658,-100.987219,La Virreina,Av. Carranza 830,San Luis Potosi,San Luis Potosi,Mexico,?,Wine/ Beer,Section,Informal,No Accessibility,Medium,Familiar,Closed,Internet,Mexican,Public,American Express,13:00-23:30;,Mon;Tue;Wed;Thu;Fri;,U1109,Satisfied,Satisfied,Satisfied,22.303308,-101.05468,False,Abstemious,Formal,Solitary,Public,Single,Independent,1989,Eco friendly,Thrifty protector,Catholic,Student,Blue,57,Low,1.72,Cash,Mexican
135028,22.146658,-100.987219,La Virreina,Av. Carranza 830,San Luis Potosi,San Luis Potosi,Mexico,?,Wine/ Beer,Section,Informal,No Accessibility,Medium,Familiar,Closed,Internet,Mexican,Public,American Express,13:00-23:30;,Mon;Tue;Wed;Thu;Fri;,U1033,Satisfied,Neutral,Neutral,22.15,-100.983,False,Social drinker,No preference,Family,On foot,Single,Independent,1991,Variety,Hard worker,Atheist,Student,Yellow,54,Low,1.6,Cash,Mexican
135028,22.146658,-100.987219,La Virreina,Av. Carranza 830,San Luis Potosi,San Luis Potosi,Mexico,?,Wine/ Beer,Section,Informal,No Accessibility,Medium,Familiar,Closed,Internet,Mexican,Public,American Express,13:00-23:30;,Mon;Tue;Wed;Thu;Fri;,U1089,Neutral,Neutral,Neutral,22.162562,-100.99313,True,Casual drinker,Informal,Family,Public,Single,Independent,1990,Variety,Conformist,Catholic,Student,White,54,Low,1.6,Cash,Mexican
135028,22.146658,-100.987219,La Virreina,Av. Carranza 830,San Luis Potosi,San Luis Potosi,Mexico,?,Wine/ Beer,Section,Informal,No Accessibility,Medium,Familiar,Closed,Internet,Mexican,Public,American Express,13:00-23:30;,Mon;Tue;Wed;Thu;Fri;,U1059,Neutral,Neutral,Neutral,18.988278,-99.097023,False,Abstemious,Formal,Friends,On foot,Single,Independent,1987,Technology,Thrifty protector,Catholic,Student,Blue,57,Medium,1.69,Cash,Mexican
135028,22.146658,-100.987219,La Virreina,Av. Carranza 830,San Luis Potosi,San Luis Potosi,Mexico,?,Wine/ Beer,Section,Informal,No Accessibility,Medium,Familiar,Closed,Internet,Mexican,Public,American Express,13:00-23:30;,Mon;Tue;Wed;Thu;Fri;,U1136,Satisfied,Satisfied,Satisfied,22.149607,-100.997235,True,Social drinker,No preference,Friends,Car owner,Single,Independent,1990,Retro,Thrifty protector,Catholic,Student,Black,50,Low,1.6,Cash,Mexican
135027,22.147145,-100.974494,Restaurant Orizatlan,Pascual M. Hernandez 240,San Luis Potosi,San Luis Potosi,Mexico,?,Wine/ Beer,Section,Informal,No Accessibility,Medium,Familiar,Closed,Internet,Mexican,Public,American Express,08:00-22:00;,Mon;Tue;Wed;Thu;Fri;,U1081,Dissatisfied,Neutral,Neutral,22.207749,-100.942383,False,Casual drinker,Informal,Family,Public,Single,Independent,1991,Variety,Hard worker,Catholic,Student,Green,52,Low,1.54,Cash,Mexican
135027,22.147145,-100.974494,Restaurant Orizatlan,Pascual M. Hernandez 240,San Luis Potosi,San Luis Potosi,Mexico,?,Wine/ Beer,Section,Informal,No Accessibility,Medium,Familiar,Closed,Internet,Mexican,Public,American Express,08:00-22:00;,Mon;Tue;Wed;Thu;Fri;,U1056,Satisfied,Satisfied,Satisfied,22.168997,-100.974376,False,Social drinker,Informal,Family,On foot,Single,Independent,1930,Technology,Hard worker,Catholic,Student,Yellow,61,Medium,1.62,Cash,Mexican
135027,22.147145,-100.974494,Restaurant Orizatlan,Pascual M. Hernandez 240,San Luis Potosi,San Luis Potosi,Mexico,?,Wine/ Beer,Section,Informal,No Accessibility,Medium,Familiar,Closed,Internet,Mexican,Public,American Express,08:00-22:00;,Mon;Tue;Wed;Thu;Fri;,U1076,Dissatisfied,Neutral,Neutral,22.156469,-100.98554,False,Social drinker,Elegant,Family,Public,Married,Kids,1987,Technology,Thrifty protector,Catholic,Student,Blue,65,Medium,1.71,Bank debit cards,Mexican
135027,22.147145,-100.974494,Restaurant Orizatlan,Pascual M. Hernandez 240,San Luis Potosi,San Luis Potosi,Mexico,?,Wine/ Beer,Section,Informal,No Accessibility,Medium,Familiar,Closed,Internet,Mexican,Public,American Express,08:00-22:00;,Mon;Tue;Wed;Thu;Fri;,U1116,Dissatisfied,Satisfied,Satisfied,22.156469,-100.98554,False,Social drinker,Formal,Family,Public,Married,Kids,1987,Technology,Thrifty protector,Catholic,Student,Blue,40,Medium,1.71,Visa,Mexican
135027,22.147145,-100.974494,Restaurant Orizatlan,Pascual M. Hernandez 240,San Luis Potosi,San Luis Potosi,Mexico,?,Wine/ Beer,Section,Informal,No Accessibility,Medium,Familiar,Closed,Internet,Mexican,Public,American Express,08:00-22:00;,Mon;Tue;Wed;Thu;Fri;,U1132,Satisfied,Neutral,Dissatisfied,22.15,-100.983,False,Casual drinker,Informal,Solitary,Public,Single,Kids,1991,Eco friendly,Hard worker,Atheist,Student,Blue,55,Medium,1.6,Cash,Mexican
135027,22.147145,-100.974494,Restaurant Orizatlan,Pascual M. Hernandez 240,San Luis Potosi,San Luis Potosi,Mexico,?,Wine/ Beer,Section,Informal,No Accessibility,Medium,Familiar,Closed,Internet,Mexican,Public,American Express,08:00-22:00;,Mon;Tue;Wed;Thu;Fri;,U1077,Dissatisfied,Neutral,Neutral,22.156469,-100.98554,False,Social drinker,Elegant,Family,Public,Married,Kids,1987,Technology,Thrifty protector,Catholic,Student,Blue,65,Medium,1.71,Bank debit cards,Mexican
135027,22.147145,-100.974494,Restaurant Orizatlan,Pascual M. Hernandez 240,San Luis Potosi,San Luis Potosi,Mexico,?,Wine/ Beer,Section,Informal,No Accessibility,Medium,Familiar,Closed,Internet,Mexican,Public,American Express,08:00-22:00;,Mon;Tue;Wed;Thu;Fri;,U1101,Satisfied,Neutral,Neutral,22.150891,-100.974891,False,Casual drinker,No preference,Friends,Car owner,Single,Independent,1988,Eco friendly,Hunter ostentatious,Catholic,Student,White,50,Low,1.69,Cash,Chinese
